0;0;0;0;sea;false;unknown;1
1;244;121;180;land;false;desert;1
2;249;181;153;land;false;desert;1
3;250;62;200;land;true;desert;1
4;204;224;85;land;false;desert;1
5;253;159;209;land;false;desert;1
6;237;205;141;land;false;desert;1
7;172;252;194;land;false;desert;1
8;211;185;181;land;false;desert;1
9;166;155;180;land;false;desert;1
10;85;226;207;land;false;desert;1
11;208;239;107;land;false;desert;1
12;222;83;246;land;false;desert;1
13;223;125;220;land;false;desert;1
14;235;100;228;land;false;desert;1
15;132;209;231;land;false;desert;1
16;69;246;187;land;false;desert;1
17;235;167;132;land;false;desert;1
18;240;215;130;land;true;desert;1
19;239;217;104;land;true;desert;1
20;194;245;210;land;false;desert;1
21;226;232;250;land;true;desert;1
22;246;90;226;land;false;desert;1
23;80;185;251;land;false;desert;1
24;165;201;254;land;false;desert;1
25;235;193;198;land;false;desert;1
26;147;253;159;land;false;desert;1
27;118;246;216;land;false;desert;1
28;248;96;197;land;false;desert;1
29;192;133;227;land;false;desert;1
30;40;230;235;land;true;desert;1
31;230;200;102;land;false;desert;1
32;204;178;226;land;false;unknown;1
33;222;174;109;land;false;desert;1
34;247;197;234;land;false;desert;1
35;122;228;213;land;false;desert;1
36;192;195;137;land;false;desert;1
37;238;153;111;land;false;desert;1
38;245;200;191;land;false;desert;1
39;217;107;188;land;false;desert;1
40;216;249;73;land;false;desert;1
41;235;169;175;land;false;desert;1
42;180;233;172;land;false;desert;1
43;156;226;123;land;false;desert;1
44;128;196;213;land;false;desert;1
45;210;226;108;land;false;desert;1
46;125;233;234;land;false;desert;1
47;170;140;229;land;false;desert;1
48;238;211;91;land;false;desert;1
49;94;213;210;land;false;desert;1
50;242;197;164;land;false;desert;1
51;234;229;253;land;false;desert;1
52;127;227;184;land;true;desert;1
53;78;246;198;land;false;desert;1
54;210;166;183;land;false;desert;1
55;240;235;142;land;false;desert;1
56;227;210;130;land;true;desert;1
57;177;157;243;land;false;desert;1
58;249;179;125;land;false;desert;1
59;248;230;82;land;false;desert;1
60;232;232;136;land;false;desert;1
61;229;204;124;land;false;desert;1
62;153;173;194;land;false;desert;1
63;123;217;249;land;false;desert;1
64;148;242;178;land;false;desert;1
65;100;250;226;land;false;desert;1
66;248;233;226;land;false;desert;1
67;218;209;152;land;false;desert;1
68;151;232;186;land;false;desert;1
69;162;250;159;land;false;desert;1
70;173;228;161;land;false;desert;1
71;188;245;162;land;false;desert;1
72;248;221;53;land;false;desert;1
73;210;171;140;land;true;desert;1
74;242;233;33;land;false;desert;1
75;216;246;84;land;false;desert;1
76;219;140;241;land;false;desert;1
77;211;207;204;land;false;desert;1
78;166;133;205;land;false;desert;1
79;142;243;133;land;false;desert;1
80;203;243;177;land;false;mountain;1
81;242;103;224;land;false;desert;1
82;119;233;168;land;true;desert;1
83;160;211;179;land;false;desert;1
84;193;175;185;land;false;desert;1
85;234;103;173;land;false;desert;1
86;159;252;236;land;false;unknown;1
87;165;187;197;land;false;desert;1
88;219;190;192;land;true;desert;1
89;181;111;235;land;false;desert;1
90;253;58;246;land;false;desert;1
91;120;197;227;land;false;desert;1
92;106;229;186;land;false;desert;1
93;244;241;151;land;false;desert;1
94;135;238;237;land;false;desert;1
95;225;61;239;land;false;desert;1
96;163;250;92;land;false;desert;1
97;250;227;190;land;true;desert;1
98;236;63;224;land;false;desert;1
99;154;251;164;land;false;desert;1
100;248;249;112;land;false;desert;1
101;172;172;189;land;false;desert;1
102;221;130;222;land;false;desert;1
103;149;180;236;land;false;desert;1
104;244;209;156;land;false;desert;1
105;123;233;188;land;false;desert;1
106;173;114;240;land;false;desert;1
107;176;182;191;land;false;urban;1
108;219;124;223;land;false;desert;1
109;125;233;175;land;false;desert;1
110;197;179;199;land;false;desert;1
111;253;247;181;land;false;desert;1
112;169;218;137;land;false;desert;1
113;223;54;246;land;false;desert;1
114;206;215;160;land;false;desert;1
115;194;174;161;land;false;desert;1
116;227;67;233;land;true;desert;1
